#Step   Etot   PotE Ktot  T
486 0.818054 -1.662257  2.480312 2.48
487 0.818026 -1.655843  2.473869 2.47
488 0.818005 -1.645982  2.463987 2.46
489 0.817996 -1.632554  2.450550 2.45
490 0.817999 -1.615653  2.433652 2.43
491 0.818019 -1.595626  2.413646 2.41
492 0.818065 -1.573126  2.391191 2.39
493 0.818146 -1.549222  2.367367 2.37
494 0.818266 -1.525513  2.343779 2.34
495 0.818416 -1.504162  2.322578 2.32
496 0.818562 -1.487690  2.306252 2.31
497 0.818653 -1.478449  2.297102 2.30
498 0.818650 -1.477884  2.296535 2.30
499 0.818548 -1.485958  2.304507 2.30
500 0.818383 -1.501091  2.319474 2.32
501 0.818208 -1.520678  2.338886 2.34
502 0.818063 -1.541870  2.359933 2.36
503 0.817962 -1.562186  2.380148 2.38
504 0.817901 -1.579784  2.397685 2.40
505 0.817864 -1.593422  2.411285 2.41
506 0.817838 -1.602281  2.420118 2.42
507 0.817816 -1.605800  2.423616 2.42
508 0.817801 -1.603590  2.421391 2.42
509 0.817802 -1.595463  2.413266 2.41
510 0.817834 -1.581575  2.399409 2.40
511 0.817914 -1.562641  2.380555 2.38
512 0.818052 -1.540155  2.358207 2.36
513 0.818235 -1.516476  2.334711 2.33
514 0.818430 -1.494615  2.313045 2.31
515 0.818587 -1.477687  2.296274 2.30
516 0.818661 -1.468148  2.286809 2.29
517 0.818633 -1.467130  2.285763 2.29
518 0.818517 -1.474168  2.292685 2.29
519 0.818348 -1.487401  2.305749 2.31
520 0.818169 -1.504110  2.322279 2.32
521 0.818009 -1.521345  2.339353 2.34
522 0.817886 -1.536420  2.354306 2.35
523 0.817804 -1.547217  2.365020 2.37
524 0.817759 -1.552272  2.370031 2.37
525 0.817745 -1.550751  2.368496 2.37
526 0.817756 -1.542363  2.360119 2.36
527 0.817783 -1.527259  2.345043 2.35
528 0.817823 -1.505934  2.323757 2.32
529 0.817869 -1.479138  2.297007 2.30
530 0.817920 -1.447794  2.265714 2.27
531 0.817974 -1.412949  2.230923 2.23
532 0.818032 -1.375743  2.193775 2.19
533 0.818097 -1.337408  2.155505 2.16
534 0.818170 -1.299288  2.117458 2.12
535 0.818249 -1.262835  2.081085 2.08
536 0.818330 -1.229567  2.047897 2.05
537 0.818403 -1.200968  2.019371 2.02
538 0.818460 -1.178353  1.996813 2.00
539 0.818496 -1.162732  1.981228 1.98
540 0.818507 -1.154713  1.973219 1.97
541 0.818491 -1.154453  1.972943 1.97
542 0.818449 -1.161643  1.980092 1.98
543 0.818385 -1.175526  1.993911 1.99
544 0.818303 -1.194955  2.013259 2.01
545 0.818215 -1.218499  2.036713 2.04
546 0.818129 -1.244599  2.062728 2.06
547 0.818060 -1.271752  2.089813 2.09
548 0.818017 -1.298703  2.116720 2.12
549 0.818009 -1.324608  2.142617 2.14
550 0.818039 -1.349161  2.167200 2.17
551 0.818102 -1.372637  2.190738 2.19
552 0.818185 -1.395812  2.213996 2.21
553 0.818269 -1.419767  2.238036 2.24
554 0.818332 -1.445590  2.263922 2.26
555 0.818356 -1.474039  2.292395 2.29
556 0.818336 -1.505293  2.323629 2.32
557 0.818277 -1.538852  2.357129 2.36
558 0.818195 -1.573628  2.391824 2.39
559 0.818110 -1.608180  2.426290 2.43
560 0.818036 -1.640987  2.459023 2.46
561 0.817980 -1.670684  2.488664 2.49
562 0.817943 -1.696181  2.514124 2.51
563 0.817918 -1.716680  2.534598 2.53
564 0.817900 -1.731607  2.549507 2.55
565 0.817885 -1.740540  2.558425 2.56
566 0.817877 -1.743171  2.561048 2.56
567 0.817882 -1.739343  2.557225 2.56
568 0.817907 -1.729149  2.547056 2.55
569 0.817960 -1.713043  2.531003 2.53
570 0.818039 -1.691913  2.509952 2.51
571 0.818135 -1.667063  2.485198 2.49
572 0.818235 -1.640072  2.458307 2.46
573 0.818324 -1.612581  2.430905 2.43
574 0.818393 -1.586074  2.404467 2.40
575 0.818438 -1.561722  2.380160 2.38
576 0.818463 -1.540334  2.358797 2.36
577 0.818474 -1.522399  2.340874 2.34
578 0.818473 -1.508155  2.326628 2.33
579 0.818460 -1.497627  2.316087 2.32
580 0.818431 -1.490628  2.309059 2.31
581 0.818386 -1.486730  2.305116 2.31
582 0.818327 -1.485257  2.303584 2.30
583 0.818262 -1.485337  2.303599 2.30
584 0.818202 -1.486013  2.304215 2.30
585 0.818159 -1.486420  2.304579 2.30
586 0.818144 -1.485960  2.304105 2.30
587 0.818162 -1.484466  2.302628 2.30
588 0.818206 -1.482244  2.300450 2.30
589 0.818260 -1.479990  2.298249 2.30
590 0.818302 -1.478540  2.296842 2.30
591 0.818314 -1.478566  2.296880 2.30
592 0.818290 -1.480308  2.298598 2.30
593 0.818238 -1.483490  2.301728 2.30
594 0.818178 -1.487447  2.305625 2.31
595 0.818134 -1.491413  2.309547 2.31
596 0.818129 -1.494883  2.313013 2.31
597 0.818174 -1.497923  2.316097 2.32
598 0.818258 -1.501307  2.319565 2.32
599 0.818348 -1.506353  2.324701 2.32
600 0.818392 -1.514400  2.332792 2.33
601 0.818350 -1.526067  2.344417 2.34
602 0.818221 -1.540685  2.358906 2.36
603 0.818043 -1.556281  2.374324 2.37
604 0.817877 -1.570156  2.388033 2.39
605 0.817767 -1.579740  2.397507 2.40
606 0.817733 -1.583286  2.401019 2.40
607 0.817767 -1.580175  2.397943 2.40
608 0.817849 -1.570849  2.388698 2.39
609 0.817952 -1.556508  2.374459 2.37
610 0.818051 -1.538722  2.356772 2.36
611 0.818128 -1.519062  2.337190 2.34
612 0.818177 -1.498827  2.317005 2.32
613 0.818201 -1.478917  2.297118 2.30
614 0.818209 -1.459857  2.278066 2.28
615 0.818214 -1.441930  2.260144 2.26
616 0.818225 -1.425348  2.243573 2.24
617 0.818244 -1.410368  2.228613 2.23
618 0.818267 -1.397325  2.215592 2.22
619 0.818288 -1.386574  2.204862 2.20
620 0.818302 -1.378405  2.196707 2.20
621 0.818306 -1.372977  2.191283 2.19
622 0.818300 -1.370275  2.188575 2.19
623 0.818282 -1.370103  2.188385 2.19
624 0.818254 -1.372071  2.190325 2.19
625 0.818219 -1.375630  2.193849 2.19
626 0.818185 -1.380124  2.198309 2.20
627 0.818160 -1.384907  2.203067 2.20
628 0.818152 -1.389470  2.207621 2.21
629 0.818165 -1.393557  2.211722 2.21
630 0.818200 -1.397238  2.215438 2.22
631 0.818252 -1.400907  2.219158 2.22
