#Step   Etot   PotE Ktot  T
426 0.850190 -1.464462  2.314652 2.31
427 0.850290 -1.458219  2.308509 2.31
428 0.850339 -1.456837  2.307176 2.31
429 0.850318 -1.461045  2.311364 2.31
430 0.850229 -1.470477  2.320706 2.32
431 0.850096 -1.483702  2.333799 2.33
432 0.849960 -1.498608  2.348568 2.35
433 0.849855 -1.512979  2.362833 2.36
434 0.849797 -1.525017  2.374814 2.37
435 0.849787 -1.533629  2.383416 2.38
436 0.849812 -1.538446  2.388258 2.39
437 0.849855 -1.539658  2.389513 2.39
438 0.849901 -1.537775  2.387676 2.39
439 0.849941 -1.533414  2.383355 2.38
440 0.849973 -1.527161  2.377134 2.38
441 0.850000 -1.519531  2.369532 2.37
442 0.850031 -1.511009  2.361040 2.36
443 0.850071 -1.502142  2.352213 2.35
444 0.850125 -1.493624  2.343748 2.34
445 0.850187 -1.486330  2.336517 2.34
446 0.850244 -1.481235  2.331480 2.33
447 0.850277 -1.479206  2.329484 2.33
448 0.850267 -1.480710  2.330977 2.33
449 0.850206 -1.485551  2.335757 2.34
450 0.850103 -1.492776  2.342879 2.34
451 0.849979 -1.500799  2.350778 2.35
452 0.849861 -1.507725  2.357585 2.36
453 0.849769 -1.511737  2.361506 2.36
454 0.849716 -1.511426  2.361143 2.36
455 0.849707 -1.505985  2.355692 2.36
456 0.849738 -1.495279  2.345017 2.35
457 0.849801 -1.479804  2.329605 2.33
458 0.849887 -1.460570  2.310457 2.31
459 0.849984 -1.438947  2.288930 2.29
460 0.850078 -1.416471  2.266549 2.27
461 0.850161 -1.394658  2.244819 2.24
462 0.850223 -1.374837  2.225060 2.23
463 0.850260 -1.358019  2.208280 2.21
464 0.850273 -1.344831  2.195104 2.20
465 0.850261 -1.335492  2.185753 2.19
466 0.850230 -1.329845  2.180075 2.18
467 0.850182 -1.327406  2.177587 2.18
468 0.850122 -1.327433  2.177556 2.18
469 0.850055 -1.329006  2.179061 2.18
470 0.849986 -1.331096  2.181082 2.18
471 0.849919 -1.332656  2.182575 2.18
472 0.849859 -1.332701  2.182560 2.18
473 0.849812 -1.330392  2.180204 2.18
474 0.849782 -1.325119  2.174901 2.17
475 0.849773 -1.316577  2.166350 2.17
476 0.849791 -1.304835  2.154626 2.15
477 0.849841 -1.290410  2.140252 2.14
478 0.849925 -1.274326  2.124251 2.12
479 0.850040 -1.258128  2.108168 2.11
480 0.850171 -1.243808  2.093979 2.09
481 0.850292 -1.233561  2.083852 2.08
482 0.850370 -1.229380  2.079749 2.08
483 0.850379 -1.232562  2.082941 2.08
484 0.850312 -1.243328  2.093640 2.09
485 0.850187 -1.260722  2.110909 2.11
486 0.850033 -1.282861  2.132893 2.13
487 0.849879 -1.307371  2.157250 2.16
488 0.849746 -1.331846  2.181592 2.18
489 0.849643 -1.354166  2.203809 2.20
490 0.849574 -1.372672  2.222247 2.22
491 0.847348 -1.385667  2.233014 2.23
492 0.847353 -1.393257  2.240610 2.24
493 0.847394 -1.395521  2.242915 2.24
494 0.847464 -1.393114  2.240578 2.24
495 0.878291 -1.384342  2.262633 2.26
496 0.878397 -1.373042  2.251439 2.25
497 0.878502 -1.360985  2.239486 2.24
498 0.878597 -1.349925  2.228522 2.23
499 0.878680 -1.341483  2.220164 2.22
500 0.878749 -1.337081  2.215830 2.22
501 0.878796 -1.337876  2.216672 2.22
502 0.878816 -1.344650  2.223465 2.22
503 0.878808 -1.357725  2.236533 2.24
504 0.878780 -1.376957  2.255736 2.26
505 0.878742 -1.401838  2.280580 2.28
506 0.878702 -1.431659  2.310361 2.31
507 0.878662 -1.465615  2.344277 2.34
508 0.878619 -1.502845  2.381464 2.38
509 0.878572 -1.542410  2.420982 2.42
510 0.878524 -1.583290  2.461814 2.46
511 0.878480 -1.624431  2.502911 2.50
512 0.878446 -1.664836  2.543282 2.54
513 0.878423 -1.703647  2.582070 2.58
514 0.878408 -1.740170  2.618578 2.62
515 0.878393 -1.773839  2.652232 2.65
516 0.878373 -1.804125  2.682499 2.68
517 0.878345 -1.830454  2.708799 2.71
518 0.878311 -1.852166  2.730477 2.73
519 0.878279 -1.868569  2.746848 2.75
520 0.878261 -1.879056  2.757317 2.76
521 0.878265 -1.883264  2.761529 2.76
522 0.878299 -1.881216  2.759514 2.76
523 0.878360 -1.873399  2.751759 2.75
524 0.878440 -1.860745  2.739184 2.74
525 0.878524 -1.844484  2.723008 2.72
526 0.878594 -1.825925  2.704518 2.70
527 0.878636 -1.806182  2.684819 2.68
528 0.878647 -1.785985  2.664632 2.66
529 0.878632 -1.765601  2.644232 2.64
530 0.898446 -1.745117  2.643563 2.64
531 0.898413 -1.723850  2.622263 2.62
532 0.898387 -1.701423  2.599810 2.60
533 0.898372 -1.677558  2.575930 2.58
534 0.898368 -1.652147  2.550515 2.55
535 0.898373 -1.625265  2.523638 2.52
536 0.898386 -1.597149  2.495535 2.50
537 0.898404 -1.568171  2.466575 2.47
538 0.898425 -1.538792  2.437217 2.44
539 0.898446 -1.509529  2.407975 2.41
540 0.898468 -1.480925  2.379393 2.38
541 0.898493 -1.453546  2.352039 2.35
542 0.898524 -1.427997  2.326521 2.33
543 0.898562 -1.404962  2.303524 2.30
544 0.898609 -1.385228  2.283837 2.28
545 0.898661 -1.369684  2.268345 2.27
546 0.898709 -1.359254  2.257963 2.26
547 0.898741 -1.354756  2.253498 2.25
548 0.898746 -1.356727  2.255473 2.26
549 0.898719 -1.365257  2.263976 2.26
550 0.898664 -1.379918  2.278582 2.28
551 0.898592 -1.399824  2.298416 2.30
552 0.898520 -1.423802  2.322323 2.32
553 0.898461 -1.450624  2.349085 2.35
554 0.898420 -1.479204  2.377624 2.38
555 0.898400 -1.508714  2.407114 2.41
556 0.898394 -1.538598  2.436992 2.44
557 0.898394 -1.568510  2.466904 2.47
558 0.898397 -1.598214  2.496611 2.50
559 0.898396 -1.627509  2.525905 2.53
560 0.898391 -1.656168  2.554559 2.55
561 0.898382 -1.683917  2.582300 2.58
562 0.898369 -1.710437  2.608807 2.61
563 0.898354 -1.735368  2.633722 2.63
564 0.898337 -1.758324  2.656661 2.66
565 0.898322 -1.778923  2.677245 2.68
566 0.898311 -1.796817  2.695129 2.70
567 0.898308 -1.811742  2.710050 2.71
568 0.898314 -1.823556  2.721869 2.72
569 0.898327 -1.832263  2.730590 2.73
570 0.898345 -1.838004  2.736350 2.74
571 0.898362 -1.841002  2.739364 2.74
572 0.898371 -1.841477  2.739848 2.74
573 0.898367 -1.839558  2.737925 2.74
574 0.898348 -1.835209  2.733557 2.73
575 0.898317 -1.828206  2.726523 2.73
576 0.898279 -1.818178  2.716457 2.72
577 0.898245 -1.804699  2.702944 2.70
578 0.933365 -1.780952  2.714318 2.71
579 0.933389 -1.754116  2.687505 2.69
580 0.933435 -1.724811  2.658247 2.66
581 0.933507 -1.694026  2.627533 2.63
582 0.933597 -1.663125  2.596721 2.60
583 0.933688 -1.633732  2.567419 2.57
584 0.933758 -1.607470  2.541227 2.54
585 0.933789 -1.585634  2.519423 2.52
586 0.933779 -1.568934  2.502714 2.50
587 0.933743 -1.557457  2.491199 2.49
588 0.933700 -1.550856  2.484556 2.48
589 0.933668 -1.548661  2.482329 2.48
590 0.933646 -1.550495  2.484141 2.48
591 0.933619 -1.556075  2.489694 2.49
592 0.933570 -1.565013  2.498582 2.50
593 0.933492 -1.576581  2.510073 2.51
594 0.933398 -1.589634  2.523032 2.52
595 0.933310 -1.602776  2.536086 2.54
596 0.933252 -1.614702  2.547954 2.55
597 0.933232 -1.624522  2.557754 2.56
598 0.933244 -1.631905  2.565149 2.57
599 0.933264 -1.636979  2.570243 2.57
600 0.933266 -1.640011  2.573277 2.57
601 0.933228 -1.641026  2.574254 2.57
