#Step   Etot   PotE Ktot  T
552 1.541625 -1.582944  3.124569 3.12
553 1.555688 -1.571963  3.127651 3.13
554 1.570006 -1.560869  3.130875 3.13
555 1.584599 -1.549189  3.133788 3.13
556 1.599500 -1.536556  3.136057 3.14
557 1.614735 -1.523195  3.137930 3.14
558 1.630302 -1.510315  3.140617 3.14
559 1.646164 -1.500098  3.146262 3.15
560 1.662257 -1.495062  3.157320 3.16
561 1.678536 -1.496993  3.175529 3.18
562 1.695010 -1.505994  3.201005 3.20
563 1.711743 -1.520274  3.232018 3.23
564 1.728809 -1.536757  3.265566 3.27
565 1.746247 -1.552053  3.298300 3.30
566 1.764049 -1.563240  3.327289 3.33
567 1.782173 -1.568233  3.350406 3.35
568 1.800562 -1.565848  3.366410 3.37
569 1.819154 -1.555719  3.374874 3.37
570 1.837896 -1.538193  3.376089 3.38
571 1.856736 -1.514206  3.370942 3.37
572 1.875634 -1.485155  3.360789 3.36
573 1.894561 -1.452742  3.347303 3.35
574 1.913498 -1.418813  3.332311 3.33
575 1.932440 -1.385186  3.317626 3.32
576 1.951394 -1.353504  3.304898 3.30
577 1.970382 -1.325148  3.295530 3.30
578 1.989437 -1.301231  3.290668 3.29
579 2.008593 -1.282675  3.291268 3.29
580 2.027878 -1.270259  3.298138 3.30
581 2.047308 -1.264549  3.311857 3.31
582 2.066887 -1.265637  3.332524 3.33
583 2.086621 -1.272777  3.359398 3.36
584 2.106525 -1.284098  3.390623 3.39
585 2.126630 -1.296621  3.423251 3.42
586 2.146969 -1.306711  3.453680 3.45
587 2.167559 -1.310866  3.478425 3.48
588 2.188380 -1.306560  3.494940 3.49
589 2.209373 -1.292807  3.502180 3.50
590 2.230450 -1.270263  3.500713 3.50
591 2.251514 -1.240865  3.492379 3.49
592 2.272488 -1.207175  3.479663 3.48
593 2.293337 -1.171740  3.465077 3.47
594 2.314073 -1.136748  3.450820 3.45
595 2.334738 -1.104118  3.438856 3.44
596 2.355375 -1.075833  3.431208 3.43
597 2.376005 -1.054150  3.430156 3.43
598 2.396625 -1.041392  3.438017 3.44
599 2.417229 -1.039315  3.456544 3.46
600 2.437842 -1.048403  3.486245 3.49
601 2.458521 -1.067523  3.526044 3.53
602 2.479341 -1.094180  3.573521 3.57
603 2.500363 -1.125268  3.625632 3.63
604 2.521604 -1.157944  3.679549 3.68
605 2.543027 -1.190238  3.733265 3.73
606 2.564553 -1.221201  3.785754 3.79
607 2.586083 -1.250639  3.836722 3.84
608 2.607518 -1.278625  3.886143 3.89
609 2.628776 -1.305047  3.933823 3.93
610 2.649793 -1.329382  3.979174 3.98
611 2.670510 -1.350714  4.021224 4.02
612 2.690871 -1.367914  4.058785 4.06
613 2.710812 -1.379838  4.090651 4.09
614 2.730265 -1.385465  4.115730 4.12
615 2.749161 -1.383954  4.133115 4.13
616 2.767442 -1.374658  4.142101 4.14
617 2.785059 -1.357148  4.142207 4.14
618 2.801977 -1.331242  4.133219 4.13
619 2.818173 -1.297068  4.115241 4.12
620 2.833638 -1.255111  4.088749 4.09
621 2.848370 -1.206225  4.054595 4.05
622 2.862380 -1.151578  4.013958 4.01
623 2.875686 -1.092528  3.968214 3.97
624 2.888320 -1.030454  3.918774 3.92
625 2.900331 -0.966624  3.866955 3.87
626 2.911784 -0.902176  3.813960 3.81
627 2.922757 -0.838267  3.761024 3.76
628 2.933327 -0.776334  3.709660 3.71
629 2.943558 -0.718317  3.661875 3.66
630 2.953497 -0.666696  3.620193 3.62
631 2.963179 -0.624279  3.587459 3.59
