#Step   Etot   PotE Ktot  T
343 0.818285 -1.419105  2.237390 2.24
344 0.818344 -1.389962  2.208306 2.21
345 0.818388 -1.363142  2.181530 2.18
346 0.818409 -1.339803  2.158213 2.16
347 0.818404 -1.320801  2.139205 2.14
348 0.818388 -1.306661  2.125049 2.13
349 0.818395 -1.297789  2.116184 2.12
350 0.818462 -1.294933  2.113395 2.11
351 0.818596 -1.299636  2.118231 2.12
352 0.818731 -1.314191  2.132922 2.13
353 0.818757 -1.340646  2.159402 2.16
354 0.818597 -1.379192  2.197789 2.20
355 0.818288 -1.427150  2.245439 2.25
356 0.817953 -1.479506  2.297459 2.30
357 0.817702 -1.530666  2.348368 2.35
358 0.817579 -1.576134  2.393713 2.39
359 0.817564 -1.613251  2.430814 2.43
360 0.817614 -1.641034  2.458648 2.46
361 0.817692 -1.659623  2.477315 2.48
362 0.817775 -1.669736  2.487510 2.49
363 0.817852 -1.672311  2.490162 2.49
364 0.817923 -1.668339  2.486262 2.49
365 0.817992 -1.658829  2.476821 2.48
366 0.818065 -1.644845  2.462910 2.46
367 0.818148 -1.627568  2.445716 2.45
368 0.818244 -1.608361  2.426604 2.43
369 0.818348 -1.588774  2.407122 2.41
370 0.818451 -1.570482  2.388934 2.39
371 0.818539 -1.555120  2.373658 2.37
372 0.818593 -1.544040  2.362632 2.36
373 0.818602 -1.538063  2.356665 2.36
374 0.818563 -1.537306  2.355869 2.36
375 0.818485 -1.541142  2.359628 2.36
376 0.818381 -1.548326  2.366708 2.37
377 0.818267 -1.557198  2.375465 2.38
378 0.818155 -1.565924  2.384079 2.38
379 0.818057 -1.572717  2.390774 2.39
380 0.817981 -1.576009  2.393990 2.39
381 0.817935 -1.574597  2.392532 2.39
382 0.817924 -1.567754  2.385678 2.39
383 0.817953 -1.555325  2.373278 2.37
384 0.818023 -1.537782  2.355805 2.36
385 0.818130 -1.516236  2.334367 2.33
386 0.818264 -1.492367  2.310631 2.31
387 0.818408 -1.468253  2.286661 2.29
388 0.818541 -1.446111  2.264652 2.26
389 0.818644 -1.427984  2.246627 2.25
390 0.818704 -1.415443  2.234146 2.23
391 0.818719 -1.409401  2.228120 2.23
392 0.818697 -1.410075  2.228772 2.23
393 0.818652 -1.417094  2.235745 2.24
394 0.818599 -1.429704  2.248303 2.25
395 0.818550 -1.446995  2.265545 2.27
396 0.818510 -1.468070  2.286579 2.29
397 0.818478 -1.492129  2.310607 2.31
398 0.818449 -1.518471  2.336921 2.34
399 0.818418 -1.546432  2.364850 2.36
400 0.818379 -1.575302  2.393682 2.39
401 0.818333 -1.604280  2.422612 2.42
402 0.818281 -1.632457  2.450738 2.45
403 0.818229 -1.658869  2.477098 2.48
404 0.818181 -1.682567  2.500748 2.50
405 0.818143 -1.702700  2.520843 2.52
406 0.818117 -1.718590  2.536706 2.54
407 0.818104 -1.729773  2.547877 2.55
