#Step   Etot   PotE Ktot  T
403 0.818102 -1.661359  2.479462 2.48
404 0.818075 -1.638748  2.456823 2.46
405 0.818018 -1.613800  2.431818 2.43
406 0.817945 -1.585998  2.403943 2.40
407 0.817879 -1.554648  2.372527 2.37
408 0.817842 -1.519191  2.337033 2.34
409 0.817855 -1.479547  2.297402 2.30
410 0.817930 -1.436406  2.254336 2.25
411 0.818069 -1.391399  2.209468 2.21
412 0.818259 -1.347098  2.165357 2.17
413 0.818473 -1.306800  2.125273 2.13
414 0.818674 -1.274097  2.092771 2.09
415 0.818820 -1.252289  2.071109 2.07
416 0.818880 -1.243757  2.062637 2.06
417 0.818840 -1.249479  2.068319 2.07
418 0.818707 -1.268814  2.087521 2.09
419 0.818503 -1.299596  2.118098 2.12
420 0.818258 -1.338468  2.156725 2.16
421 0.818007 -1.381367  2.199374 2.20
422 0.817782 -1.424065  2.241847 2.24
423 0.817608 -1.462682  2.280290 2.28
424 0.817497 -1.494094  2.311592 2.31
425 0.817451 -1.516163  2.333614 2.33
426 0.817462 -1.527782  2.345244 2.35
427 0.817519 -1.528789  2.346309 2.35
428 0.817612 -1.519817  2.337429 2.34
429 0.817732 -1.502135  2.319867 2.32
430 0.817874 -1.477525  2.295399 2.30
431 0.818031 -1.448165  2.266196 2.27
